iter	Logloss
350	0.128990795
351	0.1289217509
352	0.128842977
353	0.1287526657
354	0.1286625951
355	0.128564899
356	0.1285015862
357	0.1284368534
358	0.1283768885
359	0.1283146256
360	0.1282313564
361	0.1281472154
362	0.128028948
363	0.1279704174
364	0.1278808112
365	0.12781276
366	0.1277445264
367	0.1276886499
368	0.1276058021
369	0.1274635663
370	0.1273952206
371	0.1273354115
372	0.1272484177
373	0.1271679346
374	0.1270841655
375	0.1270062345
376	0.1269138949
377	0.1268318261
378	0.1267488739
379	0.1266948248
380	0.1265949588
381	0.1265173357
382	0.1264630079
383	0.1263438877
384	0.126291413
385	0.1262209393
386	0.1261428447
387	0.1260552574
388	0.1259749049
389	0.1258844493
390	0.1257906186
391	0.1257442865
392	0.1256706275
393	0.1255752994
394	0.1254342304
395	0.1253674084
396	0.125290968
397	0.1252304519
398	0.1251642178
399	0.125089024
400	0.1249987712
401	0.1249500478
402	0.1248926481
403	0.1248242376
404	0.1247532214
405	0.1246884125
406	0.1246004435
407	0.1245369332
408	0.1244850446
409	0.1244179717
410	0.1243555566
411	0.1242726028
412	0.1242021368
413	0.1241651679
414	0.1240896666
415	0.1239981801
416	0.1239148417
417	0.1238278805
418	0.1237726494
419	0.1237192394
420	0.1236259188
421	0.1235812747
422	0.1235235622
423	0.1234893588
424	0.1234300744
425	0.1233717162
426	0.1233142812
427	0.1232393237
428	0.1231294064
429	0.123056495
430	0.1229997287
431	0.1229197746
432	0.1228509932
433	0.1227818308
434	0.1226956102
435	0.1226165028
436	0.1225415234
437	0.1224627315
438	0.1223973859
439	0.1223150827
440	0.1222063089
441	0.1221342831
442	0.122055391
443	0.122009317
444	0.1219440696
445	0.1218773316
446	0.121828126
447	0.1218092926
448	0.1217545146
449	0.1216533165
450	0.1215975283
451	0.1215555218
452	0.1214536497
453	0.1213727943
454	0.1212730865
455	0.1211948169
456	0.1211290889
457	0.1210756255
458	0.1209970887
459	0.1209296366
460	0.1208591261
461	0.1208207217
462	0.1207190773
463	0.1206371296
464	0.1205724316
465	0.1205104843
466	0.1204408213
467	0.1204011989
468	0.1203396321
469	0.1202521657
470	0.1202040121
471	0.1201301594
472	0.1201128998
473	0.1200523799
474	0.1200014211
475	0.1199382467
476	0.1198807461
477	0.1198491659
478	0.119792576
479	0.1197182475
480	0.1196416971
481	0.1195710115
482	0.1195415491
483	0.1194796558
484	0.1194243782
485	0.1193727603
486	0.1193331216
487	0.1192666207
488	0.1191900497
489	0.1190585525
490	0.1189968694
491	0.1189352712
492	0.1188966309
493	0.1188314469
494	0.1187880008
495	0.1187315448
496	0.1187158878
497	0.118667236
498	0.118571597
499	0.1185080484
500	0.1184425968
501	0.1183613679
502	0.1183040252
503	0.1182582495
504	0.1181897856
505	0.1181227884
506	0.1180689065
507	0.1180027131
508	0.1179268581
509	0.1178183153
510	0.1177441398
511	0.1176994072
512	0.117638844
513	0.1175825465
514	0.1175354422
515	0.1174749969
516	0.1174394993
517	0.1173973116
518	0.1172803802
519	0.1172453886
520	0.1171892705
521	0.1171353581
522	0.1170763783
523	0.1170433485
524	0.1169670981
525	0.1169067391
526	0.1168598045
527	0.1167769413
528	0.1166871529
529	0.116624702
530	0.1165406008
531	0.1164714991
532	0.1164175957
533	0.1163615674
534	0.1163428257
535	0.1162710101
536	0.1162275527
537	0.116179172
538	0.1161155108
539	0.1160744886
540	0.116025046
541	0.1159359351
542	0.1158858372
543	0.1158156503
544	0.1157541044
545	0.1156918598
546	0.1156595295
547	0.1156127357
548	0.1155372828
549	0.1154829959
550	0.1154453168
551	0.1153765438
552	0.1153165971
553	0.1152524642
554	0.1151958352
555	0.1151536566
556	0.1151050047
557	0.1150421786
558	0.1149626966
559	0.1149044867
560	0.1148790699
561	0.1148195694
562	0.1147637962
563	0.1146829274
564	0.1146422295
565	0.1145955926
566	0.1145746885
567	0.1145346373
568	0.1144695354
569	0.1144046001
570	0.1143609881
571	0.1142987194
572	0.1142466997
573	0.1142069353
574	0.1141530812
575	0.114103359
576	0.1140260435
577	0.1139671364
578	0.1138862787
579	0.1138396571
580	0.1137803632
581	0.1137168832
582	0.1136584091
583	0.1136322671
584	0.1135909942
585	0.1135239645
586	0.1134809994
587	0.1134305738
588	0.1133461371
589	0.1133093431
590	0.1132256659
591	0.113151553
592	0.1130902685
593	0.1130269717
594	0.1129748024
595	0.1128937252
596	0.1128409511
597	0.1127843871
598	0.112712033
599	0.1126688328
600	0.1125919971
601	0.1125620423
602	0.1124954299
603	0.1124232081
604	0.1123798197
605	0.1123222744
606	0.1122848053
607	0.1122493417
608	0.1121896163
609	0.1121334393
610	0.1120859821
611	0.1120364516
612	0.111977941
613	0.1119468241
614	0.1118701786
615	0.111826833
616	0.1117702377
617	0.1116917187
618	0.1116320458
619	0.1115948443
620	0.1115410393
621	0.1114702812
622	0.1114219937
623	0.1113956579
624	0.1113417627
625	0.1112999443
626	0.1112175529
627	0.1111636017
628	0.1111291445
629	0.1110782176
630	0.1110346802
631	0.1109578219
632	0.1109058067
633	0.1108220551
634	0.1107666264
635	0.1106688329
636	0.1106012979
637	0.1105410486
638	0.110459937
639	0.1104243104
640	0.1103601664
641	0.1103108358
642	0.1102714298
643	0.1102471558
644	0.1102086136
645	0.1101487552
646	0.1100901451
647	0.1100167858
648	0.1099777226
649	0.1099045925
650	0.1098502284
651	0.1097706746
652	0.1097360583
653	0.1096891005
654	0.1096264685
655	0.1095798783
656	0.1095330324
657	0.1094799698
658	0.1094390113
659	0.10939081
660	0.1093359506
661	0.1092804318
662	0.1092337589
663	0.1091841086
664	0.1091432703
665	0.1090841825
666	0.1090274286
667	0.1089711961
668	0.108931195
669	0.1088527031
670	0.1088391121
671	0.1087876302
672	0.1087119474
673	0.1086603708
674	0.108616532
675	0.1085574015
676	0.1084930711
677	0.1084382837
678	0.1083938569
679	0.1083612161
680	0.1082728626
681	0.1082332094
682	0.1081900648
683	0.1081705321
684	0.1081291509
685	0.1080812237
686	0.1080225694
687	0.1079848147
688	0.107932054
689	0.1078902411
690	0.1078579707
691	0.1077994518
692	0.1077707543
693	0.1077275957
694	0.1076775914
695	0.1076384568
696	0.1075966793
697	0.1075342462
698	0.1074755749
699	0.1074452862
700	0.1073463069
701	0.1072919503
702	0.1072295995
703	0.1071722808
704	0.1071309165
705	0.1070614379
706	0.1070181404
707	0.1069723716
708	0.1068907842
709	0.1068548382
710	0.1068042356
711	0.106769333
712	0.1067037075
713	0.106689793
714	0.1066459139
715	0.1065997379
716	0.1065329785
717	0.1064878968
718	0.1063784258
719	0.1063109535
720	0.1062631599
721	0.1062193217
722	0.106138899
723	0.1061052915
724	0.1060684798
725	0.1060093615
726	0.1059600577
727	0.1059292374
728	0.1058820212
729	0.1058350602
730	0.1057518492
731	0.105729191
732	0.105696839
733	0.105666817
734	0.1056242135
735	0.1055889216
736	0.1055366099
737	0.105490496
738	0.1054512601
739	0.1053894902
740	0.105338422
741	0.1052785054
742	0.1052308122
743	0.1052111713
744	0.105167006
745	0.1051169582
746	0.1050880392
747	0.1050474178
748	0.1050375795
749	0.1049738769
750	0.1049202735
751	0.1048575786
752	0.1048123773
753	0.1047543981
754	0.1047008633
755	0.1046550459
756	0.1045763544
757	0.1045534625
758	0.10451331
759	0.1044743883
760	0.1044369364
761	0.1044103856
762	0.1043653604
763	0.1043373438
764	0.1042776765
765	0.1042072969
766	0.1041495759
767	0.1041083927
768	0.1040531958
769	0.1040129875
770	0.1039958899
771	0.1039539513
772	0.1039104089
773	0.1038737137
774	0.1038156591
775	0.1037892256
776	0.1037382134
777	0.1036798066
778	0.1036260874
779	0.1035849657
780	0.1035082658
781	0.1034676538
782	0.1034187877
783	0.1033707064
784	0.103310974
785	0.103264534
786	0.1032120413
787	0.1031638162
788	0.1031051306
789	0.103054991
790	0.1030163759
791	0.1029661553
792	0.1029349695
793	0.102907452
794	0.102865996
795	0.1028157559
796	0.1027760626
797	0.1027123953
798	0.1026967073
799	0.102644612
800	0.1026092123
801	0.1025558166
802	0.1025124965
803	0.1024929405
804	0.1024658692
805	0.1024219636
806	0.102395333
807	0.1023411071
808	0.1022957972
809	0.1022640067
810	0.1022031076
811	0.1021085942
812	0.1020699836
813	0.1020259463
814	0.1019750532
815	0.1019224786
816	0.1018539174
817	0.1017759028
818	0.1017325621
819	0.1016902832
820	0.1016564056
821	0.1016043095
822	0.1015688738
823	0.1015259543
824	0.1014781054
825	0.1014209415
826	0.1013783141
827	0.1013339605
828	0.1012794612
829	0.1012468461
830	0.1012055938
831	0.1011655924
832	0.1011045188
833	0.1010357256
834	0.1009760465
835	0.100928425
836	0.1008852839
837	0.1008697839
838	0.1008338177
839	0.1007870517
840	0.100738624
841	0.1007131192
842	0.1006725335
843	0.100648246
844	0.1006097202
845	0.1005712532
846	0.1005096643
847	0.1004715935
848	0.1003997859
849	0.1003349739
850	0.1003003693
851	0.1002540581
852	0.1002107849
853	0.1001713479
854	0.1001260849
855	0.1000693267
856	0.1000238271
857	0.09996912729
858	0.09994648849
859	0.09989534597
860	0.09984669007
861	0.09979026689
862	0.0997281825
863	0.09969887001
864	0.09966521275
865	0.09959060135
866	0.09953252573
867	0.09948827364
868	0.09944188924
869	0.0993894547
870	0.09935950777
871	0.09932125937
872	0.09929009074
873	0.09926770099
874	0.09922253144
875	0.09918988114
876	0.09913162723
877	0.0991174708
878	0.09907791927
879	0.09902501469
880	0.09897794875
881	0.09892711332
882	0.09889260907
883	0.09884855887
884	0.09879365526
885	0.0987504047
886	0.09871466228
887	0.0986729638
888	0.09863342153
889	0.09859193888
890	0.09854017318
891	0.09848403989
892	0.09844487368
893	0.0984065745
894	0.09836624626
895	0.09834870578
896	0.09831415501
897	0.09828010981
898	0.09824357893
899	0.09821329862
900	0.09817238199
901	0.0981594016
902	0.09810062904
903	0.09805803932
904	0.09801711975
905	0.09797380649
906	0.09792662179
907	0.09788207287
908	0.09783609954
909	0.09780454905
910	0.09773687604
911	0.09768099854
912	0.09764183914
913	0.09759110808
914	0.09755661819
915	0.09751189183
916	0.09745965196
917	0.09740833745
918	0.0973516805
919	0.09731834806
920	0.09725504442
921	0.09721404739
922	0.09720316534
923	0.09717558515
924	0.09713294184
925	0.09708843288
926	0.09704594492
927	0.096998158
928	0.09693957334
929	0.09690273617
930	0.09687470137
931	0.09684020191
932	0.0968101109
933	0.0967537194
934	0.09674383645
935	0.0966869931
936	0.0966083248
937	0.09655769705
938	0.09650981446
939	0.09647116736
940	0.09644960429
941	0.09640784929
942	0.09635149119
943	0.09631680683
944	0.09626216692
945	0.09620828651
946	0.09617692932
947	0.09610123556
948	0.09605727457
949	0.09602353725
950	0.09598131662
951	0.09593123217
952	0.09588774501
953	0.09582489132
954	0.09577913481
955	0.09572454914
956	0.09567953802
957	0.09562498715
958	0.0955883048
959	0.09555875484
960	0.09551917167
961	0.09546912518
962	0.09545922553
963	0.09542483399
964	0.09536843079
965	0.09533296438
966	0.09529047205
967	0.09526162786
968	0.09521650427
969	0.09516591725
970	0.09513531175
971	0.09509816324
972	0.09505728573
973	0.095015838
974	0.09496731031
975	0.09493497167
976	0.09489955715
977	0.09486991119
978	0.09483975515
979	0.09479016117
980	0.09473959932
981	0.09469343668
982	0.094632619
983	0.09459218259
984	0.09455362148
985	0.09451297587
986	0.09448786709
987	0.09444567395
988	0.09441117498
989	0.09436513534
990	0.09433103967
991	0.09428927817
992	0.09423926562
993	0.0942026045
994	0.09416374328
995	0.09410800051
996	0.09406565836
997	0.09403629025
998	0.09398639631
999	0.0939621352
